RK,Player,Team,player_id,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
423,"Schebler, S",CIN,594988,RF,141,473,63,110,25,2,30,67,39,125,5,3,.233,.307,.484,.791,5,14,0,5,229,57,7,135,115,1.17,1886,531
428,"Zobrist, B",CHC,450314,2B,128,435,58,101,20,3,12,50,54,71,2,2,.232,.318,.375,.693,2,2,2,3,163,35,13,161,120,1.34,1939,496
429,"Barney, D",TOR,446381,2B,129,336,34,78,14,0,6,25,18,64,7,2,.232,.275,.327,.602,0,2,5,1,110,20,13,117,96,1.22,1332,362
429,"Gutierrez, F",LAD,429711,LF,35,56,8,13,3,0,1,8,7,16,0,1,.232,.317,.339,.657,0,0,0,0,19,4,2,22,7,3.14,268,63
429,"Kipnis, J",CLE,543401,2B,90,336,43,78,25,0,12,35,28,71,6,2,.232,.291,.414,.705,0,2,2,5,139,37,0,81,113,0.72,1448,373
432,"Gomes, Y",CLE,543228,C,105,341,43,79,15,0,14,56,31,99,0,0,.232,.309,.399,.708,0,8,1,2,136,29,9,88,87,1.01,1460,383
433,"Swanson, D",ATL,621020,SS,144,488,59,113,23,2,6,51,59,120,3,3,.232,.312,.324,.636,10,0,0,4,158,31,7,144,122,1.18,2188,551
434,"Renfroe, H",SD,592669,RF,122,445,51,103,25,1,26,58,27,140,3,0,.231,.284,.467,.751,1,6,0,1,208,52,4,94,113,0.83,1856,479
435,"Frazier, C",NYY,640449,LF,39,134,16,31,9,4,4,17,7,43,1,0,.231,.268,.448,.715,0,0,0,1,60,17,2,29,34,0.85,565,142
436,"Beltran, C",HOU,136860,DH,129,467,60,108,29,0,14,51,33,102,0,0,.231,.283,.383,.666,3,3,0,6,179,43,9,135,137,0.99,1928,509
437,"Moncada, Y",CWS,660162,2B,54,199,31,46,8,2,8,22,29,74,3,2,.231,.338,.412,.750,0,3,0,0,82,18,0,41,38,1.08,971,231
438,"Kim, H",PHI,547957,RF,96,212,20,49,8,1,1,14,22,46,0,0,.231,.307,.292,.599,1,2,0,2,62,10,3,66,56,1.18,986,239
439,"Brault, S",PIT,643230,P,12,13,2,3,1,0,0,2,0,0,0,0,.231,.231,.308,.538,0,0,0,0,4,1,0,7,3,2.33,45,13
439,"Centeno, J",HOU,518542,C,22,52,5,12,0,0,2,4,4,12,0,0,.231,.286,.346,.632,1,0,1,0,18,2,2,17,14,1.21,207,57
439,"Cuthbert, C",KC,596144,3B,58,143,10,33,7,0,2,18,9,39,0,0,.231,.275,.322,.596,0,0,0,1,46,9,2,39,35,1.11,572,153
439,"Davis, T",CHC,543089,C,8,13,1,3,1,0,0,1,0,4,0,0,.231,.231,.308,.538,0,0,0,0,4,1,0,4,2,2.00,32,13
439,"Federowicz, T",SF,543148,C,13,13,3,3,0,0,2,3,1,4,0,0,.231,.286,.692,.978,0,0,0,0,9,2,1,5,2,2.50,47,14
439,"Lively, B",PHI,594902,P,14,26,2,6,0,0,2,8,0,9,0,0,.231,.231,.462,.692,0,0,0,0,12,2,0,6,5,1.20,73,26
439,"Lyles, J",SD,543475,P,37,13,1,3,0,0,0,3,1,6,0,0,.231,.286,.231,.516,0,0,0,0,3,0,0,3,1,3.00,56,14
439,"Ohlman, M",TOR,572000,C,7,13,1,3,0,0,0,1,0,3,0,0,.231,.231,.231,.462,0,0,0,0,3,0,0,4,3,1.33,50,13
439,"Peralta, W",MIL,503449,P,18,13,0,3,0,0,0,1,1,4,0,0,.231,.286,.231,.516,0,0,1,0,3,0,0,2,5,0.40,44,15
439,"Walker, T",ARI,592836,P,25,52,6,12,1,0,1,5,1,19,0,0,.231,.245,.308,.553,0,0,1,0,16,2,1,16,7,2.29,211,54
449,"Holliday, M",NYY,407812,DH,105,373,50,86,18,0,19,64,46,114,1,0,.231,.316,.432,.748,0,3,0,5,161,37,14,112,80,1.40,1733,427
450,"Reynolds, M",NYM,608703,3B,68,113,12,26,1,2,1,5,14,37,0,1,.230,.326,.301,.626,1,2,1,0,34,4,2,29,24,1.21,535,130
450,"Tejada, R",BAL,514913,SS,41,113,17,26,6,0,0,5,8,15,0,0,.230,.293,.283,.576,0,2,1,0,32,6,6,41,38,1.08,450,124
452,"Moore, T",MIA,489138,1B,104,187,17,43,14,0,6,30,10,56,0,0,.230,.267,.401,.668,0,1,1,4,75,20,7,46,54,0.85,771,203
453,"Franco, M",PHI,596748,3B,154,575,66,132,29,1,24,76,41,95,0,0,.230,.281,.409,.690,3,2,0,5,235,54,21,206,168,1.23,2334,623
454,"Navarro, E",DET,519068,1B,23,61,9,14,1,1,2,2,8,21,0,1,.230,.319,.377,.696,1,0,0,0,23,4,1,13,14,0.93,306,69
455,"Allen, G",CLE,656185,CF,25,35,7,8,1,0,1,6,2,8,1,0,.229,.282,.343,.625,0,1,0,1,12,2,0,12,8,1.50,146,39
456,"Cordero, F",SD,614173,CF,30,92,15,21,3,3,3,9,6,44,1,1,.228,.276,.424,.699,0,0,1,0,39,9,0,17,11,1.55,403,99
457,"Maybin, C",HOU,457727,LF,114,395,63,90,20,2,10,35,51,94,33,8,.228,.318,.365,.683,1,2,1,1,144,32,12,150,75,2.00,1838,450
458,"Blach, T",SF,621389,P,36,44,5,10,2,0,1,7,4,21,0,0,.227,.286,.341,.627,0,0,4,1,15,3,1,12,7,1.71,216,53
458,"Coleman, D",SD,543038,SS,27,66,6,15,3,0,4,9,2,33,1,0,.227,.268,.455,.722,0,2,0,1,30,7,1,9,11,0.82,271,71
460,"Butera, D",KC,460077,C,75,163,18,37,4,1,3,14,12,41,0,0,.227,.284,.319,.603,0,1,1,0,52,8,0,31,55,0.56,720,177
461,"Werth, J",WSH,150029,LF,70,252,35,57,10,1,10,29,35,69,4,3,.226,.322,.393,.715,1,1,0,1,99,21,4,59,72,0.82,1302,289
462,"Davis, J",HOU,605204,3B,24,62,8,14,4,0,4,7,4,20,1,1,.226,.279,.484,.763,0,1,0,1,30,8,3,25,7,3.57,238,68
463,"Szczur, M",SD,519333,LF,119,195,28,44,12,2,3,18,34,44,0,2,.226,.350,.354,.704,0,4,3,1,69,17,2,47,66,0.71,933,237
464,"Cowart, K",LAA,592230,2B,50,102,18,23,5,1,3,11,10,28,4,2,.225,.313,.382,.695,1,3,2,0,39,9,4,35,22,1.59,443,117
465,"Wieters, M",WSH,446308,C,123,422,43,95,20,0,10,52,38,94,1,0,.225,.288,.344,.632,4,1,0,4,145,30,14,134,117,1.15,1774,465
466,"Leon, S",BOS,506702,C,85,271,32,61,14,0,7,39,25,74,0,0,.225,.290,.354,.644,1,1,1,3,96,21,5,64,81,0.79,1241,301
467,"Austin, T",NYY,592122,1B,20,40,4,9,2,0,2,8,4,17,0,0,.225,.283,.425,.708,0,0,0,2,17,4,1,7,10,0.70,191,46
467,"Robertson, D",CLE,543706,LF,32,80,9,18,4,1,1,7,7,3,0,1,.225,.287,.338,.625,1,0,1,0,27,6,6,52,14,3.71,315,88
469,"Rosales, A",ARI,489267,SS,105,289,25,65,16,0,7,36,11,100,1,2,.225,.260,.353,.613,1,4,4,4,102,23,6,63,75,0.84,1218,312
470,"Forsythe, L",LAD,523253,2B,119,361,56,81,19,0,6,36,69,109,3,2,.224,.351,.327,.678,1,4,0,5,118,25,12,97,91,1.07,1921,439
471,"Urshela, G",CLE,570482,3B,67,156,14,35,7,0,1,15,8,22,0,0,.224,.262,.288,.551,0,0,1,0,45,8,6,54,52,1.04,592,165
472,"Robinson, D",TEX,592685,LF,48,107,11,24,5,0,6,13,14,42,0,2,.224,.314,.439,.753,0,0,0,0,47,11,2,25,18,1.39,545,121
472,"Rutledge, J",BOS,592710,3B,37,107,10,24,2,1,0,9,9,31,1,0,.224,.297,.262,.558,0,2,0,0,28,3,1,33,20,1.65,459,118
474,"Bourjos, P",TB,488721,CF,100,188,27,42,9,3,5,15,12,53,5,4,.223,.272,.383,.655,0,1,1,1,72,17,2,50,47,1.06,814,203
474,"Diaz, E",PIT,553869,C,64,188,18,42,14,0,1,19,11,38,1,0,.223,.265,.314,.579,0,0,0,1,59,15,8,74,43,1.72,756,200
476,"Chacin, J",SD,468504,P,33,54,0,12,2,0,0,4,0,11,1,0,.222,.222,.259,.481,0,0,7,0,14,2,2,27,13,2.08,191,61
476,"Hoying, J",TEX,592419,CF,36,72,13,16,3,0,1,7,4,23,3,0,.222,.260,.306,.565,0,0,0,1,22,4,0,17,17,1.00,283,77
476,"Lopez, R",TOR,607257,C,24,54,9,12,1,0,4,12,7,21,0,0,.222,.306,.463,.769,0,0,0,1,25,5,1,11,12,0.92,247,63
476,"Ngoepe, G",PIT,547912,SS,28,54,10,12,2,1,0,6,8,26,0,0,.222,.323,.296,.619,0,0,1,0,16,3,0,14,3,4.67,282,63
476,"Syndergaard, N",NYM,592789,P,7,9,0,2,0,0,0,0,3,5,0,0,.222,.417,.222,.639,0,0,1,0,2,0,0,2,1,2.00,52,13
476,"Tauchman, M",COL,643565,CF,31,27,2,6,0,1,0,2,5,10,1,2,.222,.344,.296,.640,0,0,0,0,8,1,1,9,3,3.00,143,32
476,"Wood, T",SD,475243,P,14,18,3,4,0,0,2,6,0,7,0,0,.222,.222,.556,.778,0,0,0,0,10,2,1,3,5,0.60,66,18
483,"Martin, R",TOR,431145,C,91,307,49,68,12,0,13,35,50,83,1,2,.221,.343,.388,.731,0,7,1,0,119,25,13,104,66,1.58,1492,365
484,"Maldonado, M",LAA,455117,C,138,429,43,95,19,1,14,38,15,119,0,2,.221,.276,.368,.645,1,18,8,1,158,34,12,136,100,1.36,1777,471
485,"Hanson, A",CWS,593700,RF,106,217,36,48,9,3,4,11,12,52,11,3,.221,.262,.346,.607,0,1,1,3,75,16,5,69,57,1.21,855,234
486,"Gimenez, C",MIN,460269,C,74,186,28,41,9,0,7,16,33,60,1,0,.220,.350,.382,.731,0,4,2,0,71,16,3,45,45,1.00,943,225
487,"Sandoval, P",SF,467055,3B,79,259,27,57,11,0,9,32,16,53,0,1,.220,.265,.367,.632,0,1,0,3,95,20,11,89,74,1.20,1097,279
488,"Broxton, K",MIL,542979,CF,143,414,66,91,15,4,20,49,40,175,21,7,.220,.299,.420,.719,1,7,1,1,174,39,3,82,71,1.15,1915,463
488,"Davidson, M",CWS,571602,DH,118,414,43,91,16,1,26,68,19,165,0,1,.220,.260,.452,.711,0,5,0,5,187,43,12,83,92,0.90,1855,443
490,"Liriano, R",CWS,542642,RF,21,41,4,9,2,0,1,6,5,14,1,0,.220,.304,.341,.646,0,0,0,0,14,3,0,12,6,2.00,208,46
491,"Sanchez, H",SD,516949,C,75,137,14,30,4,0,8,25,5,41,0,0,.219,.245,.423,.668,1,0,0,1,58,12,4,29,42,0.69,560,143
492,"Romine, A",NYY,519222,C,80,229,19,50,9,1,2,21,16,57,0,0,.218,.272,.293,.565,0,2,2,3,67,12,7,77,57,1.35,951,252
493,"Duda, L",TB,446263,1B,127,423,50,92,28,0,30,64,60,135,0,0,.217,.322,.496,.818,6,6,0,2,210,58,9,86,121,0.71,2024,491
494,"Rua, R",TEX,607387,LF,63,129,17,28,6,0,3,12,14,52,2,2,.217,.294,.333,.627,0,0,1,0,43,9,3,27,26,1.04,563,144
495,"Rupp, C",PHI,519237,C,88,295,35,64,17,0,14,34,34,114,1,0,.217,.299,.417,.716,3,1,0,1,123,31,5,75,48,1.56,1370,331
496,"Hays, A",BAL,669720,CF,20,60,4,13,3,0,1,8,2,16,0,0,.217,.238,.317,.555,0,0,0,1,19,4,2,22,12,1.83,224,63
496,"Ruggiano, J",SF,448605,CF,19,60,2,13,1,0,2,4,1,17,1,1,.217,.238,.333,.571,0,1,0,1,20,3,0,14,17,0.82,228,63
498,"Hardy, J",BAL,429666,SS,73,254,24,55,13,1,4,24,12,48,0,1,.217,.255,.323,.578,0,1,1,0,82,18,7,85,74,1.15,1035,268
499,"Weeks Jr., R",TB,430001,1B,37,97,13,21,6,0,2,8,12,49,1,0,.216,.321,.340,.662,0,3,0,0,33,8,0,9,18,0.50,482,112
500,"Kemp, T",HOU,643393,2B,17,37,6,8,1,0,0,4,1,5,1,0,.216,.256,.243,.500,0,1,0,0,9,1,0,9,15,0.60,137,39
500,"Montero, M",TOR,471083,C,76,185,24,40,6,0,6,16,23,47,1,0,.216,.310,.346,.656,1,3,0,2,64,12,6,54,52,1.04,858,213
500,"Naquin, T",CLE,571980,CF,19,37,4,8,2,0,0,1,2,9,0,1,.216,.250,.270,.520,0,0,0,1,10,2,1,15,7,2.14,156,40
503,"Ruiz, C",SEA,434563,C,53,125,14,27,8,0,3,11,14,38,1,0,.216,.313,.352,.665,0,4,1,1,44,11,4,36,30,1.20,629,145
504,"Hernandez, E",LAD,571771,CF,140,297,46,64,24,2,11,37,41,80,3,0,.215,.308,.421,.729,2,0,1,3,125,37,4,78,83,0.94,1392,342
505,"Mathis, J",ARI,425772,C,60,186,13,40,10,2,2,11,14,61,1,0,.215,.277,.323,.600,1,2,1,0,60,14,6,45,47,0.96,748,203
505,"Peterson, J",ATL,607054,2B,89,186,15,40,9,2,2,17,27,48,3,0,.215,.318,.317,.635,3,1,1,0,59,13,4,69,34,2.03,870,215
507,"Davis, C",BAL,448801,1B,128,456,65,98,15,1,26,61,61,195,1,1,.215,.309,.423,.732,4,3,0,4,193,42,7,89,85,1.05,2118,524
508,"Hedges, A",SD,595978,C,120,387,36,83,17,0,18,55,23,122,4,1,.214,.262,.398,.660,3,3,1,3,154,35,10,89,107,0.83,1536,417
509,"Crawford, J",PHI,641487,SS,23,70,8,15,4,1,0,6,16,22,1,0,.214,.356,.300,.656,0,0,0,1,21,5,1,13,22,0.59,407,87
509,"Vogelbach, D",SEA,596129,1B,16,28,0,6,1,0,0,2,3,9,0,0,.214,.290,.250,.540,0,0,0,0,7,1,2,6,9,0.67,149,31
511,"Blash, J",SD,518466,RF,61,164,24,35,6,0,5,16,28,66,1,2,.213,.333,.341,.675,0,2,0,1,56,11,5,35,34,1.03,808,195
512,"Frazier, T",NYY,453943,3B,147,474,74,101,19,1,27,76,83,125,4,3,.213,.344,.428,.772,2,14,0,5,203,47,10,110,155,0.71,2493,576
513,"Mesoraco, D",CIN,519023,C,56,141,17,30,5,1,6,14,18,38,1,0,.213,.321,.390,.711,0,5,0,1,55,12,4,42,36,1.17,671,165
514,"Pederson, J",LAD,592626,LF,102,273,44,58,20,0,11,35,39,68,4,3,.212,.331,.407,.738,1,10,0,1,111,31,7,87,68,1.28,1361,323
515,"Fisher, D",HOU,605233,LF,53,146,21,31,4,1,5,17,17,54,3,3,.212,.307,.356,.663,1,3,0,0,52,10,1,37,25,1.48,668,166
516,"Granderson, C",LAD,434158,LF,147,449,74,95,24,3,26,64,71,123,6,2,.212,.323,.452,.775,2,4,0,3,203,53,5,92,147,0.63,2382,527
517,"deGrom, J",NYM,594798,P,34,71,6,15,1,0,1,4,2,22,1,0,.211,.233,.268,.500,0,0,4,0,19,2,0,23,15,1.53,243,77
518,"Jaso, J",PIT,444379,RF,126,256,28,54,19,0,10,35,40,66,1,1,.211,.328,.402,.730,2,5,0,1,103,29,5,64,78,0.82,1298,302
519,"Schwarber, K",CHC,656941,LF,129,422,67,89,16,1,30,59,59,150,1,1,.211,.315,.467,.782,1,5,0,0,197,47,6,86,103,0.83,2110,486
520,"Flaherty, R",BAL,475247,2B,23,38,5,8,1,0,0,4,4,10,0,0,.211,.302,.237,.539,0,1,0,0,9,1,0,12,8,1.50,166,43
520,"Marrero, D",BOS,571918,SS,71,171,32,36,9,0,4,27,12,61,5,0,.211,.259,.333,.593,0,0,3,2,57,13,8,62,25,2.48,803,188
520,"Middlebrooks, W",TEX,519025,3B,22,38,5,8,2,2,0,3,1,14,0,0,.211,.231,.368,.599,0,0,0,0,14,4,0,9,7,1.29,138,39
520,"Moncrief, C",SF,519037,RF,28,38,4,8,1,0,0,5,3,15,0,0,.211,.256,.237,.493,0,0,0,2,9,1,0,6,11,0.55,173,43
524,"Ellis, A",MIA,454560,C,51,143,17,30,5,0,6,14,12,29,0,0,.210,.298,.371,.669,0,6,2,0,53,11,6,52,40,1.30,641,163
525,"Greinke, Z",ARI,425844,P,30,62,4,13,4,0,0,4,2,18,0,0,.210,.246,.274,.520,0,1,5,0,17,4,0,19,17,1.12,295,70
526,"Gallo, J",TEX,608336,3B,145,449,85,94,18,3,41,80,75,196,7,2,.209,.333,.537,.869,1,8,0,0,241,62,3,65,97,0.67,2242,532
527,"Canha, M",OAK,592192,RF,57,173,16,36,13,1,5,14,7,56,2,0,.208,.262,.382,.644,0,6,0,1,66,19,5,35,52,0.67,822,187
528,"Gordon, A",KC,460086,LF,148,476,52,99,20,2,9,45,45,126,7,4,.208,.293,.315,.608,3,14,2,4,150,31,7,135,129,1.05,2200,541
529,"Cordoba, A",SD,642707,SS,100,202,17,42,2,2,4,15,18,54,2,2,.208,.282,.297,.579,1,4,0,3,60,8,2,65,46,1.41,861,227
530,"Kivlehan, P",CIN,623182,RF,115,178,23,37,5,1,9,26,22,61,1,2,.208,.304,.399,.703,1,3,0,1,71,15,2,45,38,1.18,799,204
531,"Cecchini, G",NYM,608325,2B,32,77,4,16,2,0,1,7,4,19,0,1,.208,.256,.273,.529,1,1,0,0,21,3,3,25,20,1.25,294,82
532,"Perez, R",CLE,547379,C,73,217,22,45,12,0,8,38,26,71,0,1,.207,.291,.373,.664,0,0,4,1,81,20,4,69,41,1.68,1096,248
533,"Moss, B",KC,461235,DH,118,362,41,75,14,0,22,50,37,128,2,0,.207,.279,.428,.707,0,0,0,2,155,36,7,78,90,0.87,1648,401
534,"Bandy, J",MIL,542908,C,60,169,14,35,6,0,6,18,15,51,1,0,.207,.287,.349,.636,0,4,0,0,59,12,5,42,46,0.91,731,188
535,"Robertson, D",TB,621002,3B,75,218,22,45,7,2,5,19,29,73,1,1,.206,.308,.326,.634,0,4,1,2,71,14,5,58,50,1.16,1051,254
536,"Bumgarner, M",SF,518516,P,15,34,4,7,0,0,3,5,2,11,0,0,.206,.250,.471,.721,0,0,0,0,16,3,1,11,6,1.83,136,36
536,"Puello, C",TB,527049,RF,17,34,6,7,0,0,0,3,4,12,2,0,.206,.308,.206,.514,0,1,0,0,7,0,2,14,3,4.67,158,39
536,"Urena, R",TOR,620446,SS,21,68,6,14,4,0,1,4,6,28,1,0,.206,.270,.309,.579,0,0,1,0,21,5,0,13,14,0.93,304,75
539,"Luplow, J",PIT,656669,RF,27,78,6,16,3,1,3,11,6,22,0,1,.205,.276,.385,.660,0,2,0,1,30,7,4,20,25,0.80,313,87
540,"Odor, R",TEX,596059,2B,162,607,79,124,21,3,30,75,32,162,15,6,.204,.252,.397,.649,5,8,0,4,241,54,13,165,173,0.95,2405,651
541,"Peralta, J",BOS,425509,3B,21,54,3,11,0,0,0,0,4,13,0,0,.204,.259,.204,.462,0,0,0,0,11,0,2,19,13,1.46,219,58
542,"Bautista, J",TOR,430832,RF,157,587,92,119,27,0,23,65,84,170,6,3,.203,.308,.366,.674,3,8,0,7,215,50,16,142,179,0.79,2977,686
543,"Graterol, J",LAA,492802,C,48,84,5,17,4,0,0,10,1,13,0,0,.202,.207,.250,.457,0,0,0,2,21,4,4,37,23,1.61,277,87
543,"Santana, D",ATL,542454,LF,82,168,19,34,10,2,4,23,8,41,7,0,.202,.243,.357,.600,1,1,1,0,60,16,3,63,34,1.85,625,178
545,"Saunders, M",TOR,459431,LF,73,218,26,44,9,2,6,21,15,55,0,1,.202,.256,.344,.600,2,1,0,0,75,17,2,65,56,1.16,985,234
546,"Phegley, J",OAK,572033,C,57,149,14,30,11,0,3,10,9,26,0,1,.201,.255,.336,.590,0,2,0,1,50,14,4,39,59,0.66,559,161
547,"Miller, B",TB,543543,2B,110,338,43,68,13,3,9,40,63,110,5,3,.201,.327,.337,.664,4,2,0,4,114,25,5,86,83,1.04,1650,407
548,"Norris, D",TB,519083,C,53,179,21,36,5,0,9,24,12,48,1,0,.201,.258,.380,.637,0,3,0,4,68,14,5,37,67,0.55,751,198
549,"Carter, C",OAK,474892,1B,62,184,20,37,5,1,8,26,20,76,0,0,.201,.284,.370,.653,0,2,0,2,68,14,5,30,48,0.63,890,208
550,"Berrios, J",MIN,621244,P,3,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400,0,0,0,0,1,0,0,1,1,1.00,13,5
550,"Cashner, A",TEX,488768,P,2,5,0,1,0,0,0,1,0,2,0,0,.200,.167,.200,.367,0,0,1,1,1,0,0,3,1,3.00,22,7
550,"Coghlan, C",TOR,458085,3B,36,75,7,15,2,0,1,5,9,22,0,0,.200,.299,.267,.566,0,2,1,1,20,3,2,21,21,1.00,364,88
550,"Decker, J",OAK,543094,CF,17,50,4,10,1,1,0,1,8,17,1,1,.200,.322,.260,.582,0,1,3,0,13,2,1,15,12,1.25,261,62
550,"Gaviglio, S",KC,543208,P,2,5,1,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400,0,0,0,0,1,0,0,2,0,*.**,16,5
550,"Gossett, D",OAK,605254,P,3,5,1,1,0,0,0,0,0,4,0,0,.200,.200,.200,.400,0,0,2,0,1,0,0,2,0,*.**,26,7
550,"Holt, B",BOS,571788,2B,64,140,20,28,6,0,0,7,19,34,2,1,.200,.305,.243,.548,0,3,0,2,34,6,3,53,30,1.77,716,164
550,"Jimenez, U",BAL,434622,P,3,5,0,1,0,0,0,0,0,3,0,0,.200,.200,.200,.400,0,0,0,0,1,0,0,1,0,*.**,15,5
550,"Johnson, M",SF,608672,2B,18,10,2,2,0,0,0,0,0,4,1,0,.200,.200,.200,.400,0,0,1,0,2,0,0,3,2,1.50,50,11
550,"LeBlanc, W",PIT,453281,P,46,5,0,1,0,0,0,1,0,3,0,0,.200,.200,.200,.400,0,0,0,0,1,0,0,1,0,*.**,19,5
550,"McFarland, T",ARI,519008,P,41,5,0,1,0,0,0,0,0,3,0,0,.200,.200,.200,.400,0,0,0,0,1,0,0,1,0,*.**,21,5
550,"Moroff, M",PIT,621559,2B,56,120,19,24,4,1,3,21,16,43,0,1,.200,.302,.325,.627,0,2,1,1,39,8,0,26,29,0.90,612,140
550,"Nunez, R",OAK,600524,LF,8,15,1,3,0,0,1,3,1,8,0,0,.200,.250,.400,.650,0,0,0,0,6,1,0,1,3,0.33,75,16
550,"Santana, E",MIN,429722,P,3,10,3,2,1,0,0,5,0,3,0,0,.200,.200,.300,.500,0,0,0,0,3,1,0,4,1,4.00,26,10
550,"Segedin, R",LAD,574847,3B,13,20,3,4,2,0,0,1,0,7,0,0,.200,.200,.300,.500,0,0,0,0,6,2,0,7,2,3.50,83,20
550,"Severino, L",NYY,622663,P,2,5,1,1,0,0,0,0,0,1,0,0,.200,.200,.200,.400,0,0,0,0,1,0,0,2,1,2.00,17,5
550,"Swihart, B",BOS,596119,C,6,5,1,1,0,0,0,0,2,3,0,0,.200,.429,.200,.629,0,0,0,0,1,0,0,0,1,0.00,38,7
550,"Woodruff, B",MIL,605540,P,7,10,2,2,0,0,0,0,1,2,0,0,.200,.273,.200,.473,0,0,1,0,2,0,0,7,0,*.**,46,12
568,"Valbuena, L",LAA,472528,1B,117,347,42,69,15,0,22,65,48,106,0,2,.199,.294,.432,.727,1,1,0,5,150,37,6,85,98,0.87,1702,401
569,"Plouffe, T",TB,461858,3B,100,283,31,56,7,0,9,19,28,88,1,2,.198,.272,.318,.590,2,1,0,1,90,16,12,83,69,1.20,1255,313
570,"Motter, T",SEA,600301,SS,92,258,29,51,12,0,7,26,21,62,12,1,.198,.257,.326,.583,0,0,0,1,84,19,9,78,77,1.01,1115,280
570,"Orlando, P",KC,449181,RF,39,86,9,17,3,0,2,6,1,20,1,1,.198,.225,.302,.527,0,2,0,0,26,5,3,26,26,1.00,296,90
572,"Smith, D",NYM,642086,1B,49,167,17,33,6,0,9,26,14,49,0,0,.198,.262,.395,.658,0,1,0,1,66,15,5,55,36,1.53,742,183
573,"Barreto, F",OAK,620439,SS,25,71,10,14,1,2,2,6,5,33,2,0,.197,.250,.352,.602,0,0,0,0,25,5,1,9,16,0.56,302,76
574,"Garver, M",MIN,641598,C,23,46,5,9,1,3,0,3,6,15,0,0,.196,.288,.348,.636,0,0,0,0,16,4,1,12,11,1.09,219,52
575,"Morse, M",SF,434604,1B,24,36,1,7,1,0,1,3,3,14,0,0,.194,.250,.306,.556,0,0,0,1,11,2,1,11,6,1.83,150,40
576,"De Aza, A",WSH,457477,LF,28,62,8,12,2,3,0,9,3,16,1,0,.194,.224,.323,.546,1,0,3,2,20,5,1,20,20,1.00,262,70
576,"Robinson, S",LAA,453203,CF,20,31,7,6,0,0,0,1,3,5,2,0,.194,.257,.194,.451,0,0,0,1,6,0,1,13,9,1.44,138,35
578,"Collins, T",DET,607385,RF,49,150,18,29,4,1,5,14,18,55,0,4,.193,.278,.333,.611,0,0,0,1,50,10,2,29,40,0.73,697,169
578,"Ruiz, R",ATL,547004,3B,53,150,22,29,5,0,4,19,19,41,1,0,.193,.283,.307,.590,1,1,0,3,46,9,4,54,33,1.64,683,173
580,"Napoli, M",TEX,435063,1B,124,425,60,82,11,1,29,66,49,163,1,2,.193,.285,.428,.713,3,7,0,3,182,41,11,84,110,0.76,2132,485
581,"Blanco, A",PHI,433217,3B,80,130,10,25,4,0,3,13,12,34,1,0,.192,.257,.292,.549,0,0,0,2,38,7,1,43,31,1.39,553,144
581,"Volquez, E",MIA,450172,P,15,26,0,5,0,0,0,1,1,11,0,0,.192,.214,.192,.407,0,0,2,1,5,0,0,9,4,2.25,98,30
583,"Arroyo, C",SF,624414,SS,34,125,9,24,5,0,3,14,8,32,1,2,.192,.244,.304,.548,1,1,0,1,38,8,4,53,21,2.52,533,135
584,"Kelly, T",PHI,571841,2B,70,89,11,17,7,0,2,14,8,25,0,0,.191,.257,.337,.595,0,1,4,3,30,9,0,30,24,1.25,432,105
585,"Bird, G",NYY,595885,1B,48,147,20,28,7,0,9,28,19,42,0,0,.190,.288,.422,.710,0,2,0,2,62,16,2,31,50,0.62,725,170
585,"Soto, G",CWS,434567,C,13,42,5,8,0,0,3,9,4,10,0,0,.190,.271,.405,.676,0,1,0,1,17,3,2,13,14,0.93,188,48
587,"d'Arnaud, C",SD,488818,3B,35,58,12,11,2,0,1,3,4,20,5,1,.190,.242,.276,.518,1,0,0,0,16,3,0,16,11,1.45,224,62
588,"Garneau, D",OAK,572863,C,41,112,10,21,8,0,2,9,12,36,0,0,.188,.272,.313,.585,0,1,1,0,35,10,3,22,37,0.59,516,126
588,"Smith, T",TEX,642094,SS,10,16,2,3,1,0,0,1,1,8,0,0,.188,.263,.250,.513,0,1,0,1,4,1,0,3,3,1.00,71,19
590,"Jankowski, T",SD,608671,CF,27,75,10,14,2,0,0,1,9,28,4,0,.187,.282,.213,.496,0,1,2,0,16,2,2,23,14,1.64,366,87
591,"Montgomery, M",CHC,543557,P,40,27,5,5,1,0,1,3,0,10,0,0,.185,.185,.333,.519,0,0,3,0,9,2,0,14,1,14.00,98,30
592,"Kershaw, C",LAD,477132,P,24,49,6,9,1,0,0,2,4,13,0,0,.184,.245,.204,.449,0,0,6,0,10,1,2,29,6,4.83,236,59
593,"Stewart, C",PIT,455755,C,51,131,8,24,1,2,0,4,9,22,0,0,.183,.241,.221,.463,1,1,3,0,29,3,3,49,42,1.17,567,144
594,"Eibner, B",LAD,518649,LF,17,33,3,6,0,0,2,6,2,17,0,0,.182,.250,.364,.614,0,1,0,0,12,2,0,7,3,2.33,147,36
594,"Perkins, C",PHI,573088,CF,42,88,9,16,5,0,1,8,5,23,0,0,.182,.237,.273,.510,0,2,0,2,24,6,1,27,25,1.08,348,97
